The following are the 3-grams for words #600-1000 in the lexicon file for the Corpus of Contemporary American English (COCA), which occur at least five times.

The numbers in the columns (w1,w2,w3) refer to the [wID] column in the <ngrams_lexicon.txt> file.

In the full n-grams file (available for purchase), you would of course have *all* words and you would also have all n-grams regardless of frequency.

freq	w1	w2	w3
36	627	14	29
36	627	592	13
36	627	438	504
36	627	607	1610
36	627	621	597
36	627	18	50
35	627	13	371
34	627	754	29
34	627	74	60
34	627	8660	9
34	627	925	6
34	627	79	5680
34	627	147	2
34	627	905	2
34	627	500	4
33	627	154	15
33	627	1610	1
33	627	3153	257
33	627	2	87
32	627	13	132
32	627	1	6
32	627	3153	4
32	627	592	4
30	627	8373	3
30	627	13	48
30	627	524	1
30	627	3	96
30	627	1	635
29	627	66782	14
29	627	273	22
29	627	438	35
29	627	2	92
29	627	264	4
29	627	40	7
29	627	110	1
28	627	13	185
28	627	401	3
28	627	2	152
28	627	6502	2
28	627	500	1
27	627	74	386
27	627	434	70
27	627	14	304
27	627	112	1327
27	627	140	242
27	627	2840	2
27	627	183	431
27	627	756	154
27	627	149	2
27	627	470	3
27	627	74	42
27	627	73	18
27	627	592	18
27	627	925	3903
27	627	30	7
26	627	13	79
26	627	13	1686
26	627	13	62
26	627	3	112
26	627	438	63
26	627	110	2
26	627	4211	3
25	627	8	352
25	627	13	77
25	627	1208	74
25	627	16510	86
25	627	99	79
25	627	701	8673
25	627	8660	30
25	627	35	6
25	627	4059	616
25	627	13	15
25	627	18438	1
25	627	4	705
24	627	1057	18
24	627	18	36
24	627	6742	2
24	627	22	93
24	627	13	1972
24	627	1	108
24	627	13	1
24	627	8660	4
24	627	147	696
24	627	318	8
24	627	35	79
24	627	2704	2
24	627	1100	2631
24	627	814	91
24	627	592	8
23	627	4015	4
23	627	206	2
23	627	2	172
23	627	21582	2
23	627	153	18
23	627	73	183
23	627	38547	2
23	627	438	22
22	627	153	74
22	627	438	105
22	627	360	149
22	627	35	149
22	627	30440	2
22	627	2351	9
22	627	112	616
22	627	13	202
22	627	756	74
22	627	17675	2
22	627	8	25747
22	627	176	200
21	627	13	6927
21	627	75	32
21	627	73	214
21	627	13	36
21	627	79	112
21	627	8673	2
21	627	22	870
21	627	13	107
21	627	613	863
21	627	360	1
21	627	76	2990
21	627	3	720
21	627	206	1
21	627	149	30
21	627	149	1
21	627	689	107
21	627	13	2
21	627	32785	2
21	627	754	77
20	627	147	14
20	627	689	125
20	627	73	149
20	627	2351	17747
20	627	438	399
20	627	524	2
20	627	438	236
20	627	13	50
20	627	13	5347
20	627	10089	1
20	627	1	26
20	627	13	78
20	627	376	3
20	627	73	74
20	627	1430	3
19	627	2739	2405
19	627	1	125
19	627	2	89
19	627	12773	1
19	627	925	36
19	627	13	17
19	627	1137	597
19	627	8	190
19	627	35	169
19	627	756	1
19	627	74	48
19	627	12773	2
18	627	99	82
18	627	147	2058
18	627	389	6
18	627	2	187
18	627	74	109
18	627	2	100
18	627	318	18
18	627	2	156
18	627	754	42
18	627	75	30
17	627	1	16
17	627	2721	2
17	627	153	14
17	627	38	6
17	627	73	38
17	627	1	78
17	627	1	36
17	627	22	4104
17	627	13	97
17	627	27141	18
17	627	147	75
17	627	154	158
17	627	15	30
17	627	79619	18
17	627	74	1652
17	627	689	1956
17	627	1057	1
17	627	3816	74
17	627	894	15
16	627	1	57
16	627	2143	3
16	627	1	127
16	627	1956	1
16	627	13	71
16	627	18	70
16	627	73	39
16	627	2167	9
16	627	147	313
16	627	18438	2
16	627	38	50
16	627	4349	2
16	627	4	627
16	627	66318	2
16	627	74	82
16	627	8	450
16	627	63	3
16	627	13	85
16	627	360	8
16	627	73	14
16	627	438	12
16	627	3454	2
16	627	10089	2
16	627	147	22
16	627	74	185
16	627	434	124
15	627	13	20
15	627	1574	16510
15	627	153	149
15	627	3	1678
15	627	7679	8
15	627	3816	73
15	627	4	2439
15	627	176	29
15	627	147	145
15	627	756	22
15	627	318	13
15	627	13	559
15	627	1956	4
15	627	66318	1
15	627	77	75
15	627	153	8
15	627	147	592
15	627	756	2
15	627	273	32
15	627	12350	14
15	627	8	2469
15	627	1904	3
15	627	8	2120
15	627	2	256
15	627	2	104
15	627	18	68
15	627	3352	15
15	627	265	8468
15	627	4508	131
15	627	1610	40
15	627	112	73
15	627	331	15
15	627	147	144
15	627	73	6
14	627	130	4
14	627	264	338
14	627	754	60
14	627	2597	3499
14	627	38	242
14	627	153	105
14	627	3454	1
14	627	8	2279
14	627	6944	4
14	627	438	61
14	627	2	113
14	627	69902	2
14	627	176	42
14	627	37020	1
14	627	153	30
14	627	438	6252
14	627	73	200
14	627	1	92
14	627	2167	8
14	627	754	91
14	627	22	15
14	627	264	14
14	627	15	3838
14	627	10277	2
14	627	8	1535
14	627	74	5819
14	627	8	948
14	627	73	125
14	627	110	30
13	627	13	458
13	627	2	2
13	627	99	29
13	627	1	66
13	627	32	3
13	627	131	2
13	627	8	11336
13	627	75	35
13	627	74	730
13	627	925	91
13	627	22	36
13	627	226	2721
13	627	8	9559
13	627	3	1515
13	627	147	133
13	627	9	36
13	627	18	169
13	627	592	32
13	627	814	60
13	627	147	153
13	627	1	114
13	627	153	107
13	627	13	636
13	627	32785	1
13	627	14	17
13	627	3	2075
13	627	2	138
13	627	273	18
13	627	500	13
13	627	18	57
12	627	75	200
12	627	153	1269
12	627	149	4
12	627	438	662
12	627	13	1212
12	627	438	238
12	627	312	14
12	627	32	15
12	627	185	188
12	627	153	6
12	627	6177	4657
12	627	40	10
12	627	147	1195
12	627	264	30
12	627	30440	1
12	627	2	203
12	627	74	97
12	627	264	9
12	627	689	607
12	627	8	3282
12	627	147	1610
12	627	147	607
12	627	360	2
12	627	38	60
12	627	1717	2
12	627	8	2055
12	627	3669	14
12	627	131	1
12	627	1	50
12	627	3	217
12	627	126	7
12	627	7280	2
12	627	36	112
12	627	74	91
11	627	74	62
11	627	8	157
11	627	85	112
11	627	13	91
11	627	13	1299
11	627	147	73
11	627	13	109
11	627	13	586
11	627	6	320
11	627	10729	4
11	627	2792	2
11	627	689	262
11	627	754	200
11	627	105	6
11	627	147	356
11	627	4232	8
11	627	14624	8
11	627	14	63
11	627	1	34
11	627	19012	2
11	627	1	424
11	627	74	57
11	627	3	1214
11	627	238	6
11	627	905	18
11	627	19	338
11	627	220	2721
11	627	50	112
11	627	99	9895
11	627	13	7
11	627	273	74
11	627	2167	18
11	627	147	1100
11	627	9669	1
11	627	14	77
11	627	37020	2
11	627	1	120
11	627	1717	1
11	627	1	9
11	627	73	114
11	627	2127	8673
11	627	2268	4
11	627	438	75
11	627	8865	2
11	627	147	154
11	627	3153	11
11	627	708	6
11	627	1650	455
11	627	2342	1
11	627	7679	4
10	627	9015	1
10	627	756	1239
10	627	73	206
10	627	8	10399
10	627	905	4
10	627	438	1468
10	627	73	30
10	627	13	93
10	627	99	62
10	627	19	23
10	627	154	71
10	627	438	1158
10	627	153	206
10	627	8	818
10	627	210	6
10	627	2840	1
10	627	38	7
10	627	1	255
10	627	154	50
10	627	241	18
10	627	1574	8
10	627	354	2
10	627	13	1783
10	627	18	124
10	627	434	71
10	627	2492	2
10	627	500	2
10	627	2254	2
10	627	74	2063
10	627	1	19
10	627	3352	2
10	627	2511	3645
10	627	147	1625
10	627	2981	2
10	627	220	8275
10	627	166	312
10	627	3	1889
10	627	73	8
10	627	2	326
10	627	640	494
10	627	754	85
10	627	10783	3837
10	627	9218	4
10	627	925	135
10	627	951	18
10	627	147	1430
10	627	4349	1
10	627	8	3182
10	627	18	129
10	627	13	1537
10	627	112	153
10	627	438	154
10	627	13759	4
10	627	164	2
10	627	22	443
10	627	75	206
10	627	1	39
10	627	4094	74
10	627	15	1
10	627	19	3
10	627	2	139
10	627	18	431
10	627	147	99
10	627	438	444
10	627	4220	1
10	627	22	809
10	627	34	13
10	627	73	32
10	627	13	991
10	627	63	15
10	627	925	917
10	627	389	636
10	627	1	51
675	628	3	768
620	628	3	7945
570	628	3	739
479	628	3	646
454	628	3	457
343	628	3	598
314	628	3	1732
299	628	3	3300
276	628	3	695
275	628	3	2200
269	628	3	928
263	628	3	4181
261	628	3	698
245	628	3	733
243	628	3	1594
229	628	3	845
222	628	3	254
221	628	3	1177
213	628	3	677
205	628	3	1301
205	628	3	877
202	628	3	1174
196	628	3	1639
178	628	3	2854
172	628	3	1996
170	628	3	3065
159	628	3	2098
156	628	27	107
149	628	3	990
144	628	3	604
142	628	3	357
138	628	3	809
137	628	3	747
137	628	3	5278
134	628	3	1010
132	628	3	4067
130	628	3	369
130	628	3	2730
128	628	15	2
122	628	3	1876
122	628	725	728
119	628	3	8905
118	628	3	322
117	628	3	7896
115	628	3	4908
114	628	3	329
113	628	3	1763
111	628	3	2298
110	628	3	4014
109	628	2183	2
107	628	3	443
106	628	3	1533
105	628	3	711
104	628	3	1631
104	628	3	28955
104	628	29	369
100	628	3	3142
99	628	3	1495
97	628	3	1206
95	628	27	28
95	628	3	6770
92	628	3	161
91	628	3	1998
89	628	3	1877
89	628	3	1719
87	628	3	7535
83	628	3	415
83	628	29	498
81	628	3	1330
80	628	15	1
78	628	3	6560
76	628	3	3408
72	628	906	2
72	628	3	110
71	628	3	1394
71	628	77	3
70	628	3	2237
70	628	3	10491
69	628	3	3588
69	628	3	897
69	628	3	3471
68	628	3	6141
66	628	29	309
66	628	3	409
64	628	3	12810
64	628	3	870
63	628	3	1113
63	628	29	711
61	628	62	498
61	628	4153	13
59	628	3	7774
58	628	3	7
58	628	3	906
58	628	3	217
58	628	60	369
57	628	3	180
57	628	3	2902
57	628	2183	1
57	628	3	1192
56	628	3	1957
55	628	3	271
54	628	3	1306
53	628	3	96
53	628	3	8011
52	628	3	14495
52	628	3	7317
52	628	6	10491
51	628	3	722
50	628	230	5
50	628	3	2836
50	628	3	2682
49	628	1763	2
49	628	3	1307
49	628	4153	2
47	628	3	23197
47	628	3	10394
47	628	3	10831
46	628	3	1984
46	628	3	1136
45	628	3	1555
45	628	237	2
45	628	3	1731
45	628	3	1248
45	628	2270	2
44	628	3	1285
44	628	62	2445
44	628	237	1
44	628	3	769
44	628	62	711
44	628	60	498
43	628	3	11640
43	628	3	11627
43	628	3	2124
43	628	3	11327
42	628	3	1937
42	628	3	684
41	628	6695	2
41	628	3	228
41	628	3	4424
41	628	3	4212
41	628	3	2019
41	628	3	325
40	628	3	1365
40	628	3	17275
40	628	82	369
40	628	3	9301
40	628	3	159
40	628	29	5038
39	628	6	320
39	628	3	918
39	628	906	1
39	628	3	5131
39	628	3	6465
38	628	3	1333
38	628	60	309
38	628	3	4048
38	628	3	3775
38	628	3	2042
38	628	422	5
38	628	3	112
38	628	68	1
37	628	3	753
37	628	3	1419
37	628	3	3130
37	628	85	5
37	628	3	4637
36	628	68	2
36	628	3	2332
36	628	82	711
36	628	3	1863
36	628	6	197
36	628	3	1341
35	628	3	9818
35	628	3	5354
35	628	3	5063
35	628	3	3858
35	628	91	31916
35	628	3	177
35	628	36	289
35	628	48	498
35	628	3	411
35	628	29	1684
34	628	3	572
34	628	3	309
34	628	3	7144
34	628	3	2110
34	628	3	1123
34	628	3	1457
34	628	3	6341
33	628	3	4202
33	628	29	467
33	628	3	4677
33	628	3	305
32	628	62	1999
32	628	3	7773
32	628	1177	2
32	628	2270	1
31	628	3	10194
31	628	3	1268
31	628	3	10343
31	628	3	433
31	628	3	193
30	628	3	1234
30	628	8861	14
30	628	11289	13
30	628	3	3293
30	628	3120	2
30	628	3	5089
30	628	3	7281
30	628	1360	13
30	628	2170	13
30	628	3	5293
29	628	3	4020
29	628	3	8053
29	628	3	2221
29	628	3	9248
29	628	3	1714
29	628	3	909
29	628	3	1370
29	628	3	3359
29	628	2183	4
29	628	3	7903
28	628	17	396
28	628	62	309
28	628	93	4
28	628	3	16244
28	628	6	6770
28	628	3	3409
28	628	2270	4
28	628	3	1397
28	628	29	1999
28	628	3	829
28	628	79	5
28	628	29	2445
27	628	1536	2
27	628	3	911
27	628	3	2609
27	628	6	141
27	628	3	25867
27	628	3	1084
27	628	3	12710
27	628	3	27807
27	628	62	369
27	628	3	10360
27	628	3070	2
27	628	3	4391
27	628	1764	8
26	628	3	2664
26	628	3	26735
26	628	60	5038
26	628	3	40360
26	628	3	7341
26	628	97	7433
25	628	3	2270
25	628	3	2392
25	628	17	26
25	628	3	295
25	628	3	983
25	628	3	117
25	628	91	3601
25	628	3	3618
25	628	29	2507
25	628	3	5267
25	628	3	1536
24	628	3	6317
24	628	3	3097
24	628	3	234
24	628	3	6724
24	628	3	258
24	628	29	171
24	628	3	946
24	628	3	13789
24	628	3	225
24	628	7	3
24	628	3	244
24	628	3	459
23	628	93	3
23	628	3	402
23	628	3	2455
23	628	48	747
23	628	3	7145
23	628	50	112
23	628	3	14856
23	628	4153	1
23	628	3	8768
23	628	3	3138
22	628	3	3370
22	628	60	2445
22	628	3	5037
22	628	3	2313
22	628	205	6
22	628	1333	2
22	628	3	449
22	628	3	11317
22	628	3	270
22	628	3	3525
22	628	1763	1
22	628	3	252
22	628	3	93
22	628	3	196
22	628	6	244
21	628	3	717
21	628	443	2
21	628	3120	1
21	628	3	2607
21	628	3	6027
21	628	3	693
21	628	3	1770
21	628	60	1684
21	628	3	4858
21	628	3	5793
21	628	6695	1
21	628	3	1147
21	628	237	4
21	628	3	601
21	628	3	1243
21	628	3	855
20	628	36	392
20	628	3	8314
20	628	3	3695
20	628	158	802
20	628	29	388
20	628	3070	1
20	628	3	2177
20	628	3	4398
20	628	29	2392
20	628	3	862
20	628	3	7645
20	628	3	14860
20	628	3	1149
20	628	68	126
20	628	3	931
20	628	29	1661
20	628	3	65132
20	628	77	5
20	628	62	467
20	628	3	1223
19	628	3	3819
19	628	1764	32
19	628	98	5
19	628	82	467
19	628	60	467
19	628	3	98
19	628	3	5711
19	628	93	11
19	628	2680	18
19	628	3	2004
19	628	79	38
19	628	325	13
19	628	3	175
19	628	3	358
19	628	3	11659
19	628	906	4
19	628	15	4
18	628	3	832
18	628	82	309
18	628	6	3408
18	628	3	690
18	628	57	23
18	628	3	314
18	628	3	3851
18	628	3	7683
18	628	3	1237
18	628	3	6749
18	628	82	158
18	628	48	467
18	628	3	268
18	628	62	1684
18	628	29	5254
18	628	36	141
17	628	48	7433
17	628	29	4345
17	628	3	6270
17	628	3	10860
17	628	3	1624
17	628	3	2444
17	628	6	2200
17	628	3	1908
17	628	3	7433
17	628	3	2518
17	628	3	10751
17	628	3	379
17	628	3	568
17	628	3	12968
17	628	3	428
17	628	3	261
17	628	3	1588
17	628	29	3952
16	628	29	3433
16	628	93	15
16	628	3	14853
16	628	3	294
16	628	3	549
16	628	6	1732
16	628	3	5460
16	628	3	14955
16	628	1536	1
16	628	3	7602
16	628	257	11
16	628	6	928
16	628	34	2262
16	628	3	2688
16	628	3	1584
16	628	3	2891
16	628	6	246
16	628	3	232
16	628	3	3400
16	628	3	1080
16	628	3	1684
16	628	3	467
16	628	3	9195
16	628	3	8989
15	628	3	11373
15	628	3	2636
15	628	3	586
15	628	3	1352
15	628	110	2
15	628	3	472
15	628	3	3556
15	628	62	2162
15	628	29	1851
15	628	3	463
15	628	3	11346
15	628	3	3120
15	628	1333	1
15	628	6	1365
15	628	29	2727
15	628	3	186
15	628	3	1053
15	628	3	49277
15	628	3	5490
15	628	3	405
15	628	3	2243
15	628	78	1
15	628	3	680
14	628	3	5739
14	628	29	3538
14	628	3	15257
14	628	3	458
14	628	5083	102
14	628	3	388
14	628	3	5349
14	628	3	1133
14	628	3	16807
14	628	3	3599
14	628	57	17
14	628	3	3201
14	628	98	101
14	628	3	320
14	628	3	4025
14	628	3	5204
14	628	3	12428
14	628	60	5254
14	628	3	1086
14	628	669	2
14	628	78	24
14	628	29	2004
14	628	3	3492
14	628	3	3799
14	628	3	4635
14	628	3	69504
14	628	78	2
14	628	3	289
14	628	60	1528
14	628	3	6025
14	628	3	1202
14	628	3	2619
14	628	82	2445
14	628	3	3313
14	628	3	2108
14	628	3	7185
14	628	29	11825
14	628	3	16828
14	628	3	3072
14	628	3	547
14	628	161	141
14	628	3	11209
14	628	3	869
14	628	3	5911
13	628	6	364
13	628	3	3111
13	628	6	1937
13	628	3	1125
13	628	3	3216
13	628	3	202
13	628	3	3704
13	628	2183	38
13	628	571	24
13	628	3	3211
13	628	3	18007
13	628	3	2729
13	628	3	2183
13	628	29	1115
13	628	254	13
13	628	3	3612
13	628	3	2799
13	628	3	61479
13	628	3	2272
13	628	3	3705
13	628	62	3471
13	628	3	6242
13	628	82	498
13	628	669	1
13	628	3	365
13	628	3	6608
13	628	2442	2
13	628	3	10432
13	628	3	1891
13	628	3	5065
13	628	48	711
13	628	3	16941
13	628	3	1235
13	628	3	454
13	628	3	245
13	628	906	38
13	628	3	13932
13	628	3	4803
13	628	6	996
13	628	3	7260
13	628	3	7705
13	628	3070	4
13	628	57	37
13	628	3	907
13	628	3	2376
12	628	3	14389
12	628	3	1401
12	628	3	1302
12	628	3	858
12	628	6	9836
12	628	3	15947
12	628	3	556
12	628	1248	2
12	628	3	10889
12	628	3	9387
12	628	6	2392
12	628	3	378
12	628	3	19339
12	628	3	776
12	628	57	16
12	628	60	1851
12	628	3	1458
12	628	3	12791
12	628	3	8116
12	628	29	5538
12	628	508	3677
12	628	3	1888
12	628	3	46488
12	628	3	5953
12	628	3	4144
12	628	158	2819
12	628	29	2042
12	628	3	5709
12	628	3	442
12	628	6141	1058
12	628	3	3871
12	628	3	4481
12	628	3	1619
12	628	3	8248
12	628	3	4752
12	628	3	774
12	628	3	6449
12	628	5025	2542
12	628	17	2
12	628	3	5934
12	628	3	2075
12	628	3	2684
12	628	3	2424
12	628	3	1826
12	628	3	345
12	628	3	1058
12	628	60	2116
12	628	3	1068
12	628	3	246
12	628	3	17761
12	628	3	38394
12	628	3	19865
12	628	3	27476
12	628	3	6298
12	628	42	217
12	628	77	159
12	628	3	15852
12	628	3	14231
11	628	3	2507
11	628	3	229
11	628	3596	2333
11	628	3	3595
11	628	3	18517
11	628	3	3653
11	628	3	3650
11	628	3	22553
11	628	3	9890
11	628	3	49775
11	628	3	2968
11	628	3	64818
11	628	3	275
11	628	3	487
11	628	753	2902
11	628	1719	2
11	628	3	24875
11	628	3	8128
11	628	3	253
11	628	6	643
11	628	6	7945
11	628	324	194
11	628	3	1450
11	628	93	6
11	628	3	5345
11	628	3	9504
11	628	6	252
11	628	3	10325
11	628	3	2130
11	628	3	1564
11	628	3	8434
11	628	3	15304
11	628	60	1083
11	628	3	1356
11	628	62	574
11	628	34	140
11	628	3	4698
11	628	3	1928
11	628	3	1115
11	628	3	1112
11	628	6	289
11	628	3	50609
11	628	3	43074
11	628	3	588
11	628	57	41
10	628	6	175
10	628	62	5038
10	628	484	393
10	628	3	3185
10	628	36	83
10	628	29	1505
10	628	3	8516
10	628	3	3867
10	628	3	7123
10	628	3	8606
10	628	3	4747
10	628	3	4178
10	628	3	949
10	628	3	2398
10	628	60	1999
10	628	3	854
10	628	3	3081
10	628	2308	3186
10	628	767	1
10	628	48	9584
10	628	110	1
10	628	3	1647
10	628	60	388
10	628	6	1307
10	628	6	3065
10	628	3	6531
10	628	98	591
10	628	3	2277
10	628	3	2217
10	628	62	22614
10	628	29	449
10	628	3	5991
10	628	3	950
10	628	3	4539
10	628	3	36999
10	628	3	2695
10	628	62	1528
10	628	3	11805
10	628	29	270
10	628	62	1419
10	628	3	9835
10	628	3	963
10	628	29	2116
10	628	3	1152
10	628	60	585
10	628	1177	4
10	628	3	12784
10	628	3	6065
10	628	3	1114
10	628	257	23
10	628	3	11024
10	628	3	2403
10	628	3	780
10	628	466	1457
10	628	3	1913
10	628	3	2945
10	628	3	62497
10	628	3	1653
10	628	3	78
10	628	3	1521
10	628	3	24659
10	628	3	3792
10	628	3	624
10	628	50	159
10	628	3	1257
10	628	29	4020
10	628	29	2162
10	628	3	3010
10	628	7286	88
10	628	3	2876
10	628	3	35449
10	628	3	2915
10	628	3	306
10	628	3	3538
1900	629	3	193
489	629	1	45
397	629	15	16
379	629	1	3
344	629	569	119
265	629	9	3
248	629	3	428
246	629	15	12
239	629	15	33
222	629	3	1918
222	629	1	39
205	629	144	162
202	629	1	9
200	629	452	88
198	629	79	5
193	629	1	6
192	629	2104	266
172	629	3	384
164	629	3	110
155	629	1	12
152	629	114	37
151	629	144	6
151	629	613	863
150	629	114	3
146	629	144	3
145	629	1	8
144	629	3	1432
143	629	14	3
142	629	1	14
136	629	23	16
131	629	41	142
130	629	1	5
128	629	162	266
121	629	1	19
115	629	114	15
114	629	2205	538
114	629	248	133
109	629	41	64
106	629	1	4
105	629	6	197
100	629	15	53
99	629	613	2365
98	629	248	251
98	629	162	7517
98	629	13	3
98	629	36	12
97	629	9	6
95	629	114	23
95	629	18	6
94	629	193	7517
94	629	11	142
92	629	17	64
90	629	85	5
88	629	2	69
86	629	23	43
86	629	3	161
85	629	2	7
84	629	1	13
83	629	151	6
82	629	3	177
82	629	2208	174
80	629	103	12
77	629	34	2
76	629	1	38
76	629	1	88
76	629	30	7
75	629	6	2057
74	629	1	127
74	629	1	76
71	629	18	3
71	629	103	16
70	629	248	1710
70	629	37	46
69	629	120	33
67	629	38	3
67	629	1	15
66	629	6	162
65	629	120	12
64	629	1	7
64	629	49	16
63	629	50	16
63	629	17	142
62	629	17	84
62	629	1	17
61	629	22	3
60	629	17	81
60	629	23	53
60	629	1	41
59	629	2	10
59	629	11	81
57	629	1	18
57	629	1	144
56	629	37	142
56	629	41	81
55	629	1	11
54	629	1	16
53	629	1	23
52	629	103	33
52	629	37	26
52	629	14	6
52	629	178	119
51	629	34	3941
50	629	37	84
50	629	15	66
49	629	1195	5
49	629	23	142
49	629	1	34
48	629	29	193
48	629	17	53
47	629	3	1353
47	629	34	3
46	629	34	144
46	629	3	2130
46	629	50	33
46	629	1625	5
45	629	3	1905
45	629	37	53
45	629	32	3
44	629	10713	1
44	629	1	85
43	629	1	114
43	629	144	9
43	629	35	3
43	629	3	2205
42	629	144	13
42	629	17	146
42	629	1	37
41	629	17	44
41	629	140	6
40	629	3	731
40	629	38	6
40	629	13	6
39	629	12939	8
39	629	34	6
39	629	37	81
39	629	162	287
38	629	6	1227
38	629	1	120
38	629	34	248
38	629	114	49
38	629	17	137
37	629	34	226
37	629	2	11
37	629	36	16
37	629	17	66
37	629	49	43
37	629	276	5
37	629	144	452
36	629	11	16
36	629	1	162
36	629	1195	1
36	629	3	17671
36	629	37	43
36	629	8	25
36	629	114	11
36	629	15	142
35	629	37	66
35	629	49	53
35	629	17	233
35	629	871	2947
35	629	162	7159
35	629	1146	735
35	629	6	320
34	629	3	7222
34	629	11	64
34	629	1	785
34	629	91	193
34	629	1	26
34	629	41	146
34	629	204	6
33	629	1	35
33	629	37	80
33	629	6	690
33	629	3	720
33	629	2	58
33	629	2	20
33	629	5	3
32	629	1	125
32	629	11	118
32	629	3	180
32	629	17	26
32	629	835	6
32	629	6	1976
31	629	41	84
31	629	103	26
31	629	23	80
31	629	6	117
31	629	6	141
31	629	1	22
31	629	145	88
31	629	3	3633
30	629	1	49
30	629	3	162
30	629	951	88
30	629	37	44
30	629	79	159
30	629	23	12
30	629	11	53
30	629	3	3602
29	629	19	3
29	629	49	81
29	629	41	66
29	629	144	85
29	629	9	85
29	629	1	86
28	629	32	6
28	629	42	144
28	629	6	239
28	629	3	228
28	629	23	33
28	629	1	52
28	629	3	8231
27	629	1	79
27	629	1	32
27	629	343	8
27	629	77	5
27	629	23	81
26	629	1	29
26	629	3	8085
26	629	35	6
26	629	17	59
26	629	220	422
26	629	6	246
25	629	23	47
25	629	34	242
25	629	15	43
25	629	6	643
25	629	37	64
25	629	3	188
25	629	220	251
25	629	3	229
25	629	2	929
24	629	34	1
24	629	144	42
24	629	98	39
24	629	12	3
24	629	41	26
24	629	3	79
24	629	144	430
24	629	6	2232
24	629	1	42
24	629	34	9
24	629	430	2
24	629	430	1
24	629	18	85
24	629	1	105
23	629	114	41
23	629	34	5211
23	629	5	6
23	629	1	25
23	629	37	146
23	629	9	29
23	629	1	168
23	629	80	34
22	629	835	5
22	629	22	6
22	629	86	6
22	629	79	39
22	629	85	96
22	629	11	440
22	629	142	25
22	629	1	51
22	629	3	3783
22	629	11	146
21	629	30	27
21	629	114	1
21	629	115	96
21	629	59	31
21	629	49	12
21	629	1	57
21	629	6	657
21	629	1	613
21	629	1	103
21	629	80	31
21	629	3	98
20	629	6	1270
20	629	11	43
20	629	27	1
20	629	144	613
20	629	103	46
20	629	114	29
20	629	142	67
20	629	53	67
20	629	3	293
19	629	2	56
19	629	3	11098
19	629	86	248
19	629	34	1640
19	629	1	44
19	629	15	47
19	629	2	2
19	629	30	10
19	629	2104	694
19	629	120	53
19	629	1	569
19	629	29	1918
19	629	144	5
19	629	3	555
19	629	230	5
19	629	1	710
18	629	7422	1
18	629	49	80
18	629	41	184
18	629	1100	3080
18	629	162	694
18	629	193	2039
18	629	6	1680
18	629	144	18
18	629	17	184
18	629	1	220
18	629	14	50
18	629	2643	2
18	629	3	1010
18	629	151	42
18	629	67	65
18	629	17	46
18	629	7697	3
17	629	265	5052
17	629	1	46
17	629	2	100
17	629	9	42
17	629	77	3
17	629	114	103
17	629	23	66
17	629	1938	1
17	629	57	41
17	629	13	85
17	629	19	15
17	629	23	335
17	629	41	137
17	629	103	53
17	629	170	39
17	629	3	479
17	629	41	53
17	629	452	5
17	629	144	14
17	629	41	373
17	629	23957	1
17	629	193	8310
17	629	2205	5674
17	629	115	145
17	629	11	66
16	629	3	112
16	629	1885	5
16	629	361	24
16	629	127	17
16	629	17	80
16	629	23	64
16	629	12539	2
16	629	6	148
16	629	49	335
16	629	103	66
16	629	342	39
16	629	42	763
16	629	3	824
16	629	2104	1156
16	629	7124	38
16	629	785	3
16	629	29	428
16	629	98	1227
16	629	34	14
16	629	81	25
16	629	9	36
16	629	18	42
16	629	292	3
16	629	11	44
15	629	6	231
15	629	2	87
15	629	41	1917
15	629	15	80
15	629	3	1207
15	629	2205	25
15	629	1625	1
15	629	399	3
15	629	6046	6032
15	629	1	36
15	629	64	34
15	629	114	48
15	629	25	162
15	629	12939	29
15	629	12	34
15	629	11	184
15	629	23	146
15	629	248	1559
15	629	41	46
15	629	27	2
15	629	11	137
14	629	2	92
14	629	11	80
14	629	2205	12175
14	629	15	143
14	629	210	3
14	629	27132	1
14	629	1949	1884
14	629	143	31
14	629	951	1
14	629	50	5
14	629	97	193
14	629	49	142
14	629	3	4719
14	629	49	33
14	629	6	1207
14	629	3	1064
14	629	135	96
14	629	3	83
14	629	2205	2791
14	629	3	7670
14	629	6	289
14	629	3196	13
14	629	15	81
14	629	466	2
14	629	11	59
13	629	1	63
13	629	435	4
13	629	1	50
13	629	6	7
13	629	6620	5
13	629	1	53
13	629	2643	1
13	629	220	133
13	629	34	406
13	629	16	3
13	629	19	23
13	629	144	3811
13	629	534	1
13	629	15	64
13	629	3031	1
13	629	140	3
13	629	435	45
13	629	41	59
13	629	34	25
13	629	324	194
12	629	36	83
12	629	37	59
12	629	2104	4615
12	629	3	572
12	629	1	43
12	629	1	583
12	629	623	22
12	629	132	51
12	629	6	947
12	629	48530	1
12	629	3	323
12	629	1160	77
12	629	331	3
12	629	98	1
12	629	18	145
12	629	8	157
12	629	3	290
12	629	277	39
12	629	23	383
12	629	91	1918
12	629	103	142
12	629	144	947
12	629	6	3730
12	629	3	2322
12	629	66	25
12	629	1042	1070
12	629	1100	2220
12	629	2	89
12	629	1	47
12	629	140	9
12	629	17	373
12	629	98	2057
12	629	3811	2
12	629	5	77
12	629	144	951
12	629	9	96
12	629	503	142
12	629	154	3
11	629	2803	6
11	629	3	329
11	629	111	4
11	629	8	420
11	629	36	53
11	629	2639	194
11	629	3	4851
11	629	81	67
